Comunidades autónomas;Tipología penal;Periodos:;Total
EXTREMADURA;5. Delitos contra la libertad sexual;Variación % 2024/2023;38,8
EXTREMADURA;5.1.-Agresión sexual con penetración;enero-junio 2023;20
EXTREMADURA;5.1.-Agresión sexual con penetración;enero-junio 2024;32
EXTREMADURA;5.1.-Agresión sexual con penetración;Variación % 2024/2023;60,0
EXTREMADURA;5.2.-Resto de delitos contra la libertad sexual;enero-junio 2023;101
EXTREMADURA;5.2.-Resto de delitos contra la libertad sexual;enero-junio 2024;136
EXTREMADURA;5.2.-Resto de delitos contra la libertad sexual;Variación % 2024/2023;34,7
EXTREMADURA;6. Robos con violencia e intimidación;enero-junio 2023;161
EXTREMADURA;6. Robos con violencia e intimidación;enero-junio 2024;141
EXTREMADURA;6. Robos con violencia e intimidación;Variación % 2024/2023;-12,4
EXTREMADURA;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-junio 2023;911
EXTREMADURA;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-junio 2024;895
EXTREMADURA;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;Variación % 2024/2023;-1,8
EXTREMADURA;7.1.-Robos con fuerza en domicilios;enero-junio 2023;608
EXTREMADURA;7.1.-Robos con fuerza en domicilios;enero-junio 2024;595
EXTREMADURA;7.1.-Robos con fuerza en domicilios;Variación % 2024/2023;-2,1
EXTREMADURA;8. Hurtos;enero-junio 2023;3.417
EXTREMADURA;8. Hurtos;enero-junio 2024;3.260
EXTREMADURA;8. Hurtos;Variación % 2024/2023;-4,6
EXTREMADURA;9. Sustracciones de vehículos;enero-junio 2023;89
EXTREMADURA;9. Sustracciones de vehículos;enero-junio 2024;84
EXTREMADURA;9. Sustracciones de vehículos;Variación % 2024/2023;-5,6
EXTREMADURA;10. Tráfico de drogas;enero-junio 2023;170
EXTREMADURA;10. Tráfico de drogas;enero-junio 2024;170
EXTREMADURA;10. Tráfico de drogas;Variación % 2024/2023;0,0
EXTREMADURA;11. Resto de criminalidad convencional;enero-junio 2023;7.876
EXTREMADURA;11. Resto de criminalidad convencional;enero-junio 2024;8.188
EXTREMADURA;11. Resto de criminalidad convencional;Variación % 2024/2023;4,0
EXTREMADURA;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-junio 2023;4.123
EXTREMADURA;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-junio 2024;4.109
EXTREMADURA;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);Variación % 2024/2023;-0,3
EXTREMADURA;12.-Estafas informáticas;enero-junio 2023;3.454
EXTREMADURA;12.-Estafas informáticas;enero-junio 2024;3.322
EXTREMADURA;12.-Estafas informáticas;Variación % 2024/2023;-3,8
EXTREMADURA;13.-Otros ciberdelitos;enero-junio 2023;669
EXTREMADURA;13.-Otros ciberdelitos;enero-junio 2024;787
EXTREMADURA;13.-Otros ciberdelitos;Variación % 2024/2023;17,6
EXTREMADURA;III. TOTAL INFRACCIONES PENALES;enero-junio 2023;17.080
EXTREMADURA;III. TOTAL INFRACCIONES PENALES;enero-junio 2024;17.223
EXTREMADURA;III. TOTAL INFRACCIONES PENALES;Variación % 2024/2023;0,8
GALICIA;I. CRIMINALIDAD CONVENCIONAL;enero-junio 2023;35.877
GALICIA;I. CRIMINALIDAD CONVENCIONAL;enero-junio 2024;35.107
GALICIA;I. CRIMINALIDAD CONVENCIONAL;Variación % 2024/2023;-2,1
GALICIA;1. Homicidios dolosos y asesinatos consumados;enero-junio 2023;9
GALICIA;1. Homicidios dolosos y asesinatos consumados;enero-junio 2024;8
GALICIA;1. Homicidios dolosos y asesinatos consumados;Variación % 2024/2023;-11,1
GALICIA;2. Homicidios dolosos y asesinatos en grado tentativa;enero-junio 2023;25
GALICIA;2. Homicidios dolosos y asesinatos en grado tentativa;enero-junio 2024;20
GALICIA;2. Homicidios dolosos y asesinatos en grado tentativa;Variación % 2024/2023;-20,0
GALICIA;3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-junio 2023;534
GALICIA;3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-junio 2024;562
GALICIA;3. Delitos graves y menos graves de lesiones y riña tumultuaria;Variación % 2024/2023;5,2
GALICIA;4. Secuestro;enero-junio 2023;2
GALICIA;4. Secuestro;enero-junio 2024;0
GALICIA;4. Secuestro;Variación % 2024/2023;-100,0
GALICIA;5. Delitos contra la libertad sexual;enero-junio 2023;408
GALICIA;5. Delitos contra la libertad sexual;enero-junio 2024;405
GALICIA;5. Delitos contra la libertad sexual;Variación % 2024/2023;-0,7
GALICIA;5.1.-Agresión sexual con penetración;enero-junio 2023;89
GALICIA;5.1.-Agresión sexual con penetración;enero-junio 2024;96
GALICIA;5.1.-Agresión sexual con penetración;Variación % 2024/2023;7,9
GALICIA;5.2.-Resto de delitos contra la libertad sexual;enero-junio 2023;319
GALICIA;5.2.-Resto de delitos contra la libertad sexual;enero-junio 2024;309
GALICIA;5.2.-Resto de delitos contra la libertad sexual;Variación % 2024/2023;-3,1
GALICIA;6. Robos con violencia e intimidación;enero-junio 2023;493
GALICIA;6. Robos con violencia e intimidación;enero-junio 2024;498
GALICIA;6. Robos con violencia e intimidación;Variación % 2024/2023;1,0
GALICIA;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-junio 2023;2.246
GALICIA;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-junio 2024;2.272
GALICIA;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;Variación % 2024/2023;1,2
GALICIA;7.1.-Robos con fuerza en domicilios;enero-junio 2023;1.294
GALICIA;7.1.-Robos con fuerza en domicilios;enero-junio 2024;1.312
GALICIA;7.1.-Robos con fuerza en domicilios;Variación % 2024/2023;1,4
GALICIA;8. Hurtos;enero-junio 2023;9.831
GALICIA;8. Hurtos;enero-junio 2024;9.656
GALICIA;8. Hurtos;Variación % 2024/2023;-1,8
GALICIA;9. Sustracciones de vehículos;enero-junio 2023;293
GALICIA;9. Sustracciones de vehículos;enero-junio 2024;250
GALICIA;9. Sustracciones de vehículos;Variación % 2024/2023;-14,7
GALICIA;10. Tráfico de drogas;enero-junio 2023;265
GALICIA;10. Tráfico de drogas;enero-junio 2024;247
GALICIA;10. Tráfico de drogas;Variación % 2024/2023;-6,8
GALICIA;11. Resto de criminalidad convencional;enero-junio 2023;21.771
GALICIA;11. Resto de criminalidad convencional;enero-junio 2024;21.189
GALICIA;11. Resto de criminalidad convencional;Variación % 2024/2023;-2,7
GALICIA;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-junio 2023;10.025
GALICIA;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-junio 2024;11.474
GALICIA;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);Variación % 2024/2023;14,5
GALICIA;12.-Estafas informáticas;enero-junio 2023;8.513
GALICIA;12.-Estafas informáticas;enero-junio 2024;9.675
GALICIA;12.-Estafas informáticas;Variación % 2024/2023;13,6
GALICIA;13.-Otros ciberdelitos;enero-junio 2023;1.512
GALICIA;13.-Otros ciberdelitos;enero-junio 2024;1.799
GALICIA;13.-Otros ciberdelitos;Variación % 2024/2023;19,0
GALICIA;III. TOTAL INFRACCIONES PENALES;enero-junio 2023;45.902
GALICIA;III. TOTAL INFRACCIONES PENALES;enero-junio 2024;46.581
GALICIA;III. TOTAL INFRACCIONES PENALES;Variación % 2024/2023;1,5
MADRID (COMUNIDAD DE);I. CRIMINALIDAD CONVENCIONAL;enero-junio 2023;167.896
MADRID (COMUNIDAD DE);I. CRIMINALIDAD CONVENCIONAL;enero-junio 2024;166.409
MADRID (COMUNIDAD DE);I. CRIMINALIDAD CONVENCIONAL;Variación % 2024/2023;-0,9
MADRID (COMUNIDAD DE);1. Homicidios dolosos y asesinatos consumados;enero-junio 2023;17
MADRID (COMUNIDAD DE);1. Homicidios dolosos y asesinatos consumados;enero-junio 2024;11
MADRID (COMUNIDAD DE);1. Homicidios dolosos y asesinatos consumados;Variación % 2024/2023;-35,3
MADRID (COMUNIDAD DE);2. Homicidios dolosos y asesinatos en grado tentativa;enero-junio 2023;83
MADRID (COMUNIDAD DE);2. Homicidios dolosos y asesinatos en grado tentativa;enero-junio 2024;68
MADRID (COMUNIDAD DE);2. Homicidios dolosos y asesinatos en grado tentativa;Variación % 2024/2023;-18,1
MADRID (COMUNIDAD DE);3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-junio 2023;1.598
MADRID (COMUNIDAD DE);3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-junio 2024;1.658
MADRID (COMUNIDAD DE);3. Delitos graves y menos graves de lesiones y riña tumultuaria;Variación % 2024/2023;3,8
MADRID (COMUNIDAD DE);4. Secuestro;enero-junio 2023;13
MADRID (COMUNIDAD DE);4. Secuestro;enero-junio 2024;9
MADRID (COMUNIDAD DE);4. Secuestro;Variación % 2024/2023;-30,8
MADRID (COMUNIDAD DE);5. Delitos contra la libertad sexual;enero-junio 2023;1.385
MADRID (COMUNIDAD DE);5. Delitos contra la libertad sexual;enero-junio 2024;1.457
MADRID (COMUNIDAD DE);5. Delitos contra la libertad sexual;Variación % 2024/2023;5,2
MADRID (COMUNIDAD DE);5.1.-Agresión sexual con penetración;enero-junio 2023;310
MADRID (COMUNIDAD DE);5.1.-Agresión sexual con penetración;enero-junio 2024;358
MADRID (COMUNIDAD DE);5.1.-Agresión sexual con penetración;Variación % 2024/2023;15,5
MADRID (COMUNIDAD DE);5.2.-Resto de delitos contra la libertad sexual;enero-junio 2023;1.075
MADRID (COMUNIDAD DE);5.2.-Resto de delitos contra la libertad sexual;enero-junio 2024;1.099
MADRID (COMUNIDAD DE);5.2.-Resto de delitos contra la libertad sexual;Variación % 2024/2023;2,2
MADRID (COMUNIDAD DE);6. Robos con violencia e intimidación;enero-junio 2023;6.054
MADRID (COMUNIDAD DE);6. Robos con violencia e intimidación;enero-junio 2024;5.853
MADRID (COMUNIDAD DE);6. Robos con violencia e intimidación;Variación % 2024/2023;-3,3
MADRID (COMUNIDAD DE);7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-junio 2023;6.888
MADRID (COMUNIDAD DE);7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-junio 2024;6.642
MADRID (COMUNIDAD DE);7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;Variación % 2024/2023;-3,6
MADRID (COMUNIDAD DE);7.1.-Robos con fuerza en domicilios;enero-junio 2023;4.345
MADRID (COMUNIDAD DE);7.1.-Robos con fuerza en domicilios;enero-junio 2024;4.030
MADRID (COMUNIDAD DE);7.1.-Robos con fuerza en domicilios;Variación % 2024/2023;-7,2
MADRID (COMUNIDAD DE);8. Hurtos;enero-junio 2023;65.595
MADRID (COMUNIDAD DE);8. Hurtos;enero-junio 2024;62.121
MADRID (COMUNIDAD DE);8. Hurtos;Variación % 2024/2023;-5,3
MADRID (COMUNIDAD DE);9. Sustracciones de vehículos;enero-junio 2023;3.573
MADRID (COMUNIDAD DE);9. Sustracciones de vehículos;enero-junio 2024;3.614
MADRID (COMUNIDAD DE);9. Sustracciones de vehículos;Variación % 2024/2023;1,1
MADRID (COMUNIDAD DE);10. Tráfico de drogas;enero-junio 2023;1.689
MADRID (COMUNIDAD DE);10. Tráfico de drogas;enero-junio 2024;1.823
MADRID (COMUNIDAD DE);10. Tráfico de drogas;Variación % 2024/2023;7,9
MADRID (COMUNIDAD DE);11. Resto de criminalidad convencional;enero-junio 2023;81.001
MADRID (COMUNIDAD DE);11. Resto de criminalidad convencional;enero-junio 2024;83.153
MADRID (COMUNIDAD DE);11. Resto de criminalidad convencional;Variación % 2024/2023;2,7
MADRID (COMUNIDAD DE);II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-junio 2023;35.968
MADRID (COMUNIDAD DE);II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-junio 2024;38.020
MADRID (COMUNIDAD DE);II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);Variación % 2024/2023;5,7
MADRID (COMUNIDAD DE);12.-Estafas informáticas;enero-junio 2023;32.675
MADRID (COMUNIDAD DE);12.-Estafas informáticas;enero-junio 2024;33.722
MADRID (COMUNIDAD DE);12.-Estafas informáticas;Variación % 2024/2023;3,2
MADRID (COMUNIDAD DE);13.-Otros ciberdelitos;enero-junio 2023;3.293
MADRID (COMUNIDAD DE);13.-Otros ciberdelitos;enero-junio 2024;4.298
MADRID (COMUNIDAD DE);13.-Otros ciberdelitos;Variación % 2024/2023;30,5
MADRID (COMUNIDAD DE);III. TOTAL INFRACCIONES PENALES;enero-junio 2023;203.864
MADRID (COMUNIDAD DE);III. TOTAL INFRACCIONES PENALES;enero-junio 2024;204.429
MADRID (COMUNIDAD DE);III. TOTAL INFRACCIONES PENALES;Variación % 2024/2023;0,3
MURCIA (REGIÓN DE);I. CRIMINALIDAD CONVENCIONAL;enero-junio 2023;29.882
MURCIA (REGIÓN DE);I. CRIMINALIDAD CONVENCIONAL;enero-junio 2024;30.414
MURCIA (REGIÓN DE);I. CRIMINALIDAD CONVENCIONAL;Variación % 2024/2023;1,8
MURCIA (REGIÓN DE);1. Homicidios dolosos y asesinatos consumados;enero-junio 2023;10
MURCIA (REGIÓN DE);1. Homicidios dolosos y asesinatos consumados;enero-junio 2024;9
MURCIA (REGIÓN DE);1. Homicidios dolosos y asesinatos consumados;Variación % 2024/2023;-10,0
MURCIA (REGIÓN DE);2. Homicidios dolosos y asesinatos en grado tentativa;enero-junio 2023;35
MURCIA (REGIÓN DE);2. Homicidios dolosos y asesinatos en grado tentativa;enero-junio 2024;41
MURCIA (REGIÓN DE);2. Homicidios dolosos y asesinatos en grado tentativa;Variación % 2024/2023;17,1
MURCIA (REGIÓN DE);3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-junio 2023;534
MURCIA (REGIÓN DE);3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-junio 2024;619
MURCIA (REGIÓN DE);3. Delitos graves y menos graves de lesiones y riña tumultuaria;Variación % 2024/2023;15,9
MURCIA (REGIÓN DE);4. Secuestro;enero-junio 2023;3
MURCIA (REGIÓN DE);4. Secuestro;enero-junio 2024;3
MURCIA (REGIÓN DE);4. Secuestro;Variación % 2024/2023;0,0
MURCIA (REGIÓN DE);5. Delitos contra la libertad sexual;enero-junio 2023;320
MURCIA (REGIÓN DE);5. Delitos contra la libertad sexual;enero-junio 2024;388
MURCIA (REGIÓN DE);5. Delitos contra la libertad sexual;Variación % 2024/2023;21,3
MURCIA (REGIÓN DE);5.1.-Agresión sexual con penetración;enero-junio 2023;52
MURCIA (REGIÓN DE);5.1.-Agresión sexual con penetración;enero-junio 2024;58
MURCIA (REGIÓN DE);5.1.-Agresión sexual con penetración;Variación % 2024/2023;11,5
MURCIA (REGIÓN DE);5.2.-Resto de delitos contra la libertad sexual;enero-junio 2023;268
MURCIA (REGIÓN DE);5.2.-Resto de delitos contra la libertad sexual;enero-junio 2024;330
MURCIA (REGIÓN DE);5.2.-Resto de delitos contra la libertad sexual;Variación % 2024/2023;23,1
MURCIA (REGIÓN DE);6. Robos con violencia e intimidación;enero-junio 2023;1.015
MURCIA (REGIÓN DE);6. Robos con violencia e intimidación;enero-junio 2024;1.034
MURCIA (REGIÓN DE);6. Robos con violencia e intimidación;Variación % 2024/2023;1,9
MURCIA (REGIÓN DE);7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-junio 2023;2.744
MURCIA (REGIÓN DE);7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-junio 2024;2.588
MURCIA (REGIÓN DE);7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;Variación % 2024/2023;-5,7
MURCIA (REGIÓN DE);7.1.-Robos con fuerza en domicilios;enero-junio 2023;1.951
MURCIA (REGIÓN DE);7.1.-Robos con fuerza en domicilios;enero-junio 2024;1.985
MURCIA (REGIÓN DE);7.1.-Robos con fuerza en domicilios;Variación % 2024/2023;1,7
MURCIA (REGIÓN DE);8. Hurtos;enero-junio 2023;8.311
MURCIA (REGIÓN DE);8. Hurtos;enero-junio 2024;8.173
MURCIA (REGIÓN DE);8. Hurtos;Variación % 2024/2023;-1,7
MURCIA (REGIÓN DE);9. Sustracciones de vehículos;enero-junio 2023;448
MURCIA (REGIÓN DE);9. Sustracciones de vehículos;enero-junio 2024;461
MURCIA (REGIÓN DE);9. Sustracciones de vehículos;Variación % 2024/2023;2,9
MURCIA (REGIÓN DE);10. Tráfico de drogas;enero-junio 2023;320
MURCIA (REGIÓN DE);10. Tráfico de drogas;enero-junio 2024;300
MURCIA (REGIÓN DE);10. Tráfico de drogas;Variación % 2024/2023;-6,3
MURCIA (REGIÓN DE);11. Resto de criminalidad convencional;enero-junio 2023;16.142
MURCIA (REGIÓN DE);11. Resto de criminalidad convencional;enero-junio 2024;16.798
MURCIA (REGIÓN DE);11. Resto de criminalidad convencional;Variación % 2024/2023;4,1
MURCIA (REGIÓN DE);II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-junio 2023;6.202
MURCIA (REGIÓN DE);II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-junio 2024;6.889
MURCIA (REGIÓN DE);II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);Variación % 2024/2023;11,1
MURCIA (REGIÓN DE);12.-Estafas informáticas;enero-junio 2023;5.459
MURCIA (REGIÓN DE);12.-Estafas informáticas;enero-junio 2024;5.929
MURCIA (REGIÓN DE);12.-Estafas informáticas;Variación % 2024/2023;8,6
MURCIA (REGIÓN DE);13.-Otros ciberdelitos;enero-junio 2023;743
MURCIA (REGIÓN DE);13.-Otros ciberdelitos;enero-junio 2024;960
MURCIA (REGIÓN DE);13.-Otros ciberdelitos;Variación % 2024/2023;29,2
MURCIA (REGIÓN DE);III. TOTAL INFRACCIONES PENALES;enero-junio 2023;36.084
MURCIA (REGIÓN DE);III. TOTAL INFRACCIONES PENALES;enero-junio 2024;37.303
MURCIA (REGIÓN DE);III. TOTAL INFRACCIONES PENALES;Variación % 2024/2023;3,4
NAVARRA (COMUNIDAD FORAL DE);I. CRIMINALIDAD CONVENCIONAL;enero-junio 2023;12.448
NAVARRA (COMUNIDAD FORAL DE);I. CRIMINALIDAD CONVENCIONAL;enero-junio 2024;13.330
NAVARRA (COMUNIDAD FORAL DE);I. CRIMINALIDAD CONVENCIONAL;Variación % 2024/2023;7,1
NAVARRA (COMUNIDAD FORAL DE);1. Homicidios dolosos y asesinatos consumados;enero-junio 2023;2
NAVARRA (COMUNIDAD FORAL DE);1. Homicidios dolosos y asesinatos consumados;enero-junio 2024;2
NAVARRA (COMUNIDAD FORAL DE);1. Homicidios dolosos y asesinatos consumados;Variación % 2024/2023;0,0
NAVARRA (COMUNIDAD FORAL DE);2. Homicidios dolosos y asesinatos en grado tentativa;enero-junio 2023;12
NAVARRA (COMUNIDAD FORAL DE);2. Homicidios dolosos y asesinatos en grado tentativa;enero-junio 2024;10
NAVARRA (COMUNIDAD FORAL DE);2. Homicidios dolosos y asesinatos en grado tentativa;Variación % 2024/2023;-16,7
NAVARRA (COMUNIDAD FORAL DE);3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-junio 2023;161
NAVARRA (COMUNIDAD FORAL DE);3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-junio 2024;206
NAVARRA (COMUNIDAD FORAL DE);3. Delitos graves y menos graves de lesiones y riña tumultuaria;Variación % 2024/2023;28,0
NAVARRA (COMUNIDAD FORAL DE);4. Secuestro;enero-junio 2023;0
NAVARRA (COMUNIDAD FORAL DE);4. Secuestro;enero-junio 2024;0
NAVARRA (COMUNIDAD FORAL DE);4. Secuestro;Variación % 2024/2023;0,0
NAVARRA (COMUNIDAD FORAL DE);5. Delitos contra la libertad sexual;enero-junio 2023;180
NAVARRA (COMUNIDAD FORAL DE);5. Delitos contra la libertad sexual;enero-junio 2024;198
NAVARRA (COMUNIDAD FORAL DE);5. Delitos contra la libertad sexual;Variación % 2024/2023;10,0
NAVARRA (COMUNIDAD FORAL DE);5.1.-Agresión sexual con penetración;enero-junio 2023;42
NAVARRA (COMUNIDAD FORAL DE);5.1.-Agresión sexual con penetración;enero-junio 2024;25
NAVARRA (COMUNIDAD FORAL DE);5.1.-Agresión sexual con penetración;Variación % 2024/2023;-40,5
NAVARRA (COMUNIDAD FORAL DE);5.2.-Resto de delitos contra la libertad sexual;enero-junio 2023;138
NAVARRA (COMUNIDAD FORAL DE);5.2.-Resto de delitos contra la libertad sexual;enero-junio 2024;173
NAVARRA (COMUNIDAD FORAL DE);5.2.-Resto de delitos contra la libertad sexual;Variación % 2024/2023;25,4
NAVARRA (COMUNIDAD FORAL DE);6. Robos con violencia e intimidación;enero-junio 2023;192
NAVARRA (COMUNIDAD FORAL DE);6. Robos con violencia e intimidación;enero-junio 2024;175
NAVARRA (COMUNIDAD FORAL DE);6. Robos con violencia e intimidación;Variación % 2024/2023;-8,9
NAVARRA (COMUNIDAD FORAL DE);7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-junio 2023;744
NAVARRA (COMUNIDAD FORAL DE);7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-junio 2024;649
NAVARRA (COMUNIDAD FORAL DE);7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;Variación % 2024/2023;-12,8
NAVARRA (COMUNIDAD FORAL DE);7.1.-Robos con fuerza en domicilios;enero-junio 2023;487
NAVARRA (COMUNIDAD FORAL DE);7.1.-Robos con fuerza en domicilios;enero-junio 2024;444
NAVARRA (COMUNIDAD FORAL DE);7.1.-Robos con fuerza en domicilios;Variación % 2024/2023;-8,8
NAVARRA (COMUNIDAD FORAL DE);8. Hurtos;enero-junio 2023;3.400
NAVARRA (COMUNIDAD FORAL DE);8. Hurtos;enero-junio 2024;3.326
NAVARRA (COMUNIDAD FORAL DE);8. Hurtos;Variación % 2024/2023;-2,2
NAVARRA (COMUNIDAD FORAL DE);9. Sustracciones de vehículos;enero-junio 2023;75
NAVARRA (COMUNIDAD FORAL DE);9. Sustracciones de vehículos;enero-junio 2024;72
NAVARRA (COMUNIDAD FORAL DE);9. Sustracciones de vehículos;Variación % 2024/2023;-4,0
NAVARRA (COMUNIDAD FORAL DE);10. Tráfico de drogas;enero-junio 2023;73
NAVARRA (COMUNIDAD FORAL DE);10. Tráfico de drogas;enero-junio 2024;95
NAVARRA (COMUNIDAD FORAL DE);10. Tráfico de drogas;Variación % 2024/2023;30,1
NAVARRA (COMUNIDAD FORAL DE);11. Resto de criminalidad convencional;enero-junio 2023;7.609
NAVARRA (COMUNIDAD FORAL DE);11. Resto de criminalidad convencional;enero-junio 2024;8.597
NAVARRA (COMUNIDAD FORAL DE);11. Resto de criminalidad convencional;Variación % 2024/2023;13,0
NAVARRA (COMUNIDAD FORAL DE);II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-junio 2023;3.711
NAVARRA (COMUNIDAD FORAL DE);II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-junio 2024;3.536
NAVARRA (COMUNIDAD FORAL DE);II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);Variación % 2024/2023;-4,7
NAVARRA (COMUNIDAD FORAL DE);12.-Estafas informáticas;enero-junio 2023;3.287
NAVARRA (COMUNIDAD FORAL DE);12.-Estafas informáticas;enero-junio 2024;3.075
NAVARRA (COMUNIDAD FORAL DE);12.-Estafas informáticas;Variación % 2024/2023;-6,4
NAVARRA (COMUNIDAD FORAL DE);13.-Otros ciberdelitos;enero-junio 2023;424
NAVARRA (COMUNIDAD FORAL DE);13.-Otros ciberdelitos;enero-junio 2024;461
NAVARRA (COMUNIDAD FORAL DE);13.-Otros ciberdelitos;Variación % 2024/2023;8,7
NAVARRA (COMUNIDAD FORAL DE);III. TOTAL INFRACCIONES PENALES;enero-junio 2023;16.159
NAVARRA (COMUNIDAD FORAL DE);III. TOTAL INFRACCIONES PENALES;enero-junio 2024;16.866
NAVARRA (COMUNIDAD FORAL DE);III. TOTAL INFRACCIONES PENALES;Variación % 2024/2023;4,4
PAÍS VASCO;I. CRIMINALIDAD CONVENCIONAL;enero-junio 2023;39.164
PAÍS VASCO;I. CRIMINALIDAD CONVENCIONAL;enero-junio 2024;40.127
PAÍS VASCO;I. CRIMINALIDAD CONVENCIONAL;Variación % 2024/2023;2,5
PAÍS VASCO;1. Homicidios dolosos y asesinatos consumados;enero-junio 2023;4
PAÍS VASCO;1. Homicidios dolosos y asesinatos consumados;enero-junio 2024;3
PAÍS VASCO;1. Homicidios dolosos y asesinatos consumados;Variación % 2024/2023;-25,0
PAÍS VASCO;2. Homicidios dolosos y asesinatos en grado tentativa;enero-junio 2023;18
PAÍS VASCO;2. Homicidios dolosos y asesinatos en grado tentativa;enero-junio 2024;26
PAÍS VASCO;2. Homicidios dolosos y asesinatos en grado tentativa;Variación % 2024/2023;44,4
PAÍS VASCO;3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-junio 2023;759
PAÍS VASCO;3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-junio 2024;895
PAÍS VASCO;3. Delitos graves y menos graves de lesiones y riña tumultuaria;Variación % 2024/2023;17,9
PAÍS VASCO;4. Secuestro;enero-junio 2023;4
PAÍS VASCO;4. Secuestro;enero-junio 2024;1
PAÍS VASCO;4. Secuestro;Variación % 2024/2023;-75,0
PAÍS VASCO;5. Delitos contra la libertad sexual;enero-junio 2023;397
PAÍS VASCO;5. Delitos contra la libertad sexual;enero-junio 2024;493
PAÍS VASCO;5. Delitos contra la libertad sexual;Variación % 2024/2023;24,2
PAÍS VASCO;5.1.-Agresión sexual con penetración;enero-junio 2023;125
PAÍS VASCO;5.1.-Agresión sexual con penetración;enero-junio 2024;158
PAÍS VASCO;5.1.-Agresión sexual con penetración;Variación % 2024/2023;26,4
PAÍS VASCO;5.2.-Resto de delitos contra la libertad sexual;enero-junio 2023;272
PAÍS VASCO;5.2.-Resto de delitos contra la libertad sexual;enero-junio 2024;335
PAÍS VASCO;5.2.-Resto de delitos contra la libertad sexual;Variación % 2024/2023;23,2
PAÍS VASCO;6. Robos con violencia e intimidación;enero-junio 2023;922
PAÍS VASCO;6. Robos con violencia e intimidación;enero-junio 2024;1.045
PAÍS VASCO;6. Robos con violencia e intimidación;Variación % 2024/2023;13,3
PAÍS VASCO;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-junio 2023;3.116
PAÍS VASCO;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-junio 2024;2.678
PAÍS VASCO;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;Variación % 2024/2023;-14,1
PAÍS VASCO;7.1.-Robos con fuerza en domicilios;enero-junio 2023;1.851
PAÍS VASCO;7.1.-Robos con fuerza en domicilios;enero-junio 2024;1.632
PAÍS VASCO;7.1.-Robos con fuerza en domicilios;Variación % 2024/2023;-11,8
PAÍS VASCO;8. Hurtos;enero-junio 2023;14.753
PAÍS VASCO;8. Hurtos;enero-junio 2024;14.948
PAÍS VASCO;8. Hurtos;Variación % 2024/2023;1,3
PAÍS VASCO;9. Sustracciones de vehículos;enero-junio 2023;345
PAÍS VASCO;9. Sustracciones de vehículos;enero-junio 2024;328
PAÍS VASCO;9. Sustracciones de vehículos;Variación % 2024/2023;-4,9
PAÍS VASCO;10. Tráfico de drogas;enero-junio 2023;309
PAÍS VASCO;10. Tráfico de drogas;enero-junio 2024;412
PAÍS VASCO;10. Tráfico de drogas;Variación % 2024/2023;33,3
