Comunidades autónomas;Tipología penal;Periodos:;Total
PAÍS VASCO;2. Homicidios dolosos y asesinatos en grado tentativa;Variación % 2024/2023;68,2
PAÍS VASCO;3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-diciembre 2023;1.658
PAÍS VASCO;3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-diciembre 2024;1.853
PAÍS VASCO;3. Delitos graves y menos graves de lesiones y riña tumultuaria;Variación % 2024/2023;11,8
PAÍS VASCO;4. Secuestro;enero-diciembre 2023;9
PAÍS VASCO;4. Secuestro;enero-diciembre 2024;3
PAÍS VASCO;4. Secuestro;Variación % 2024/2023;-66,7
PAÍS VASCO;5. Delitos contra la libertad sexual;enero-diciembre 2023;829
PAÍS VASCO;5. Delitos contra la libertad sexual;enero-diciembre 2024;1.056
PAÍS VASCO;5. Delitos contra la libertad sexual;Variación % 2024/2023;27,4
PAÍS VASCO;5.1.-Agresión sexual con penetración;enero-diciembre 2023;231
PAÍS VASCO;5.1.-Agresión sexual con penetración;enero-diciembre 2024;302
PAÍS VASCO;5.1.-Agresión sexual con penetración;Variación % 2024/2023;30,7
PAÍS VASCO;5.2.-Resto de delitos contra la libertad sexual;enero-diciembre 2023;598
PAÍS VASCO;5.2.-Resto de delitos contra la libertad sexual;enero-diciembre 2024;754
PAÍS VASCO;5.2.-Resto de delitos contra la libertad sexual;Variación % 2024/2023;26,1
PAÍS VASCO;6. Robos con violencia e intimidación;enero-diciembre 2023;2.107
PAÍS VASCO;6. Robos con violencia e intimidación;enero-diciembre 2024;2.165
PAÍS VASCO;6. Robos con violencia e intimidación;Variación % 2024/2023;2,8
PAÍS VASCO;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-diciembre 2023;6.411
PAÍS VASCO;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-diciembre 2024;5.906
PAÍS VASCO;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;Variación % 2024/2023;-7,9
PAÍS VASCO;7.1.-Robos con fuerza en domicilios;enero-diciembre 2023;4.079
PAÍS VASCO;7.1.-Robos con fuerza en domicilios;enero-diciembre 2024;3.875
PAÍS VASCO;7.1.-Robos con fuerza en domicilios;Variación % 2024/2023;-5,0
PAÍS VASCO;8. Hurtos;enero-diciembre 2023;30.129
PAÍS VASCO;8. Hurtos;enero-diciembre 2024;31.134
PAÍS VASCO;8. Hurtos;Variación % 2024/2023;3,3
PAÍS VASCO;9. Sustracciones de vehículos;enero-diciembre 2023;751
PAÍS VASCO;9. Sustracciones de vehículos;enero-diciembre 2024;675
PAÍS VASCO;9. Sustracciones de vehículos;Variación % 2024/2023;-10,1
PAÍS VASCO;10. Tráfico de drogas;enero-diciembre 2023;597
PAÍS VASCO;10. Tráfico de drogas;enero-diciembre 2024;859
PAÍS VASCO;10. Tráfico de drogas;Variación % 2024/2023;43,9
PAÍS VASCO;11. Resto de criminalidad convencional;enero-diciembre 2023;37.378
PAÍS VASCO;11. Resto de criminalidad convencional;enero-diciembre 2024;38.798
PAÍS VASCO;11. Resto de criminalidad convencional;Variación % 2024/2023;3,8
PAÍS VASCO;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-diciembre 2023;27.904
PAÍS VASCO;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-diciembre 2024;25.633
PAÍS VASCO;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);Variación % 2024/2023;-8,1
PAÍS VASCO;12.-Estafas informáticas;enero-diciembre 2023;25.095
PAÍS VASCO;12.-Estafas informáticas;enero-diciembre 2024;22.867
PAÍS VASCO;12.-Estafas informáticas;Variación % 2024/2023;-8,9
PAÍS VASCO;13.-Otros ciberdelitos;enero-diciembre 2023;2.809
PAÍS VASCO;13.-Otros ciberdelitos;enero-diciembre 2024;2.766
PAÍS VASCO;13.-Otros ciberdelitos;Variación % 2024/2023;-1,5
PAÍS VASCO;III. TOTAL INFRACCIONES PENALES;enero-diciembre 2023;107.823
PAÍS VASCO;III. TOTAL INFRACCIONES PENALES;enero-diciembre 2024;108.163
PAÍS VASCO;III. TOTAL INFRACCIONES PENALES;Variación % 2024/2023;0,3
RIOJA (LA);I. CRIMINALIDAD CONVENCIONAL;enero-diciembre 2023;9.788
RIOJA (LA);I. CRIMINALIDAD CONVENCIONAL;enero-diciembre 2024;9.634
RIOJA (LA);I. CRIMINALIDAD CONVENCIONAL;Variación % 2024/2023;-1,6
RIOJA (LA);1. Homicidios dolosos y asesinatos consumados;enero-diciembre 2023;3
RIOJA (LA);1. Homicidios dolosos y asesinatos consumados;enero-diciembre 2024;6
RIOJA (LA);1. Homicidios dolosos y asesinatos consumados;Variación % 2024/2023;100,0
RIOJA (LA);2. Homicidios dolosos y asesinatos en grado tentativa;enero-diciembre 2023;12
RIOJA (LA);2. Homicidios dolosos y asesinatos en grado tentativa;enero-diciembre 2024;10
RIOJA (LA);2. Homicidios dolosos y asesinatos en grado tentativa;Variación % 2024/2023;-16,7
RIOJA (LA);3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-diciembre 2023;237
RIOJA (LA);3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-diciembre 2024;246
RIOJA (LA);3. Delitos graves y menos graves de lesiones y riña tumultuaria;Variación % 2024/2023;3,8
RIOJA (LA);4. Secuestro;enero-diciembre 2023;2
RIOJA (LA);4. Secuestro;enero-diciembre 2024;0
RIOJA (LA);4. Secuestro;Variación % 2024/2023;-100,0
RIOJA (LA);5. Delitos contra la libertad sexual;enero-diciembre 2023;113
RIOJA (LA);5. Delitos contra la libertad sexual;enero-diciembre 2024;113
RIOJA (LA);5. Delitos contra la libertad sexual;Variación % 2024/2023;0,0
RIOJA (LA);5.1.-Agresión sexual con penetración;enero-diciembre 2023;18
RIOJA (LA);5.1.-Agresión sexual con penetración;enero-diciembre 2024;15
RIOJA (LA);5.1.-Agresión sexual con penetración;Variación % 2024/2023;-16,7
RIOJA (LA);5.2.-Resto de delitos contra la libertad sexual;enero-diciembre 2023;95
RIOJA (LA);5.2.-Resto de delitos contra la libertad sexual;enero-diciembre 2024;98
RIOJA (LA);5.2.-Resto de delitos contra la libertad sexual;Variación % 2024/2023;3,2
RIOJA (LA);6. Robos con violencia e intimidación;enero-diciembre 2023;150
RIOJA (LA);6. Robos con violencia e intimidación;enero-diciembre 2024;123
RIOJA (LA);6. Robos con violencia e intimidación;Variación % 2024/2023;-18,0
RIOJA (LA);7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-diciembre 2023;727
RIOJA (LA);7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-diciembre 2024;751
RIOJA (LA);7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;Variación % 2024/2023;3,3
RIOJA (LA);7.1.-Robos con fuerza en domicilios;enero-diciembre 2023;559
RIOJA (LA);7.1.-Robos con fuerza en domicilios;enero-diciembre 2024;588
RIOJA (LA);7.1.-Robos con fuerza en domicilios;Variación % 2024/2023;5,2
RIOJA (LA);8. Hurtos;enero-diciembre 2023;2.974
RIOJA (LA);8. Hurtos;enero-diciembre 2024;2.727
RIOJA (LA);8. Hurtos;Variación % 2024/2023;-8,3
RIOJA (LA);9. Sustracciones de vehículos;enero-diciembre 2023;68
RIOJA (LA);9. Sustracciones de vehículos;enero-diciembre 2024;71
RIOJA (LA);9. Sustracciones de vehículos;Variación % 2024/2023;4,4
RIOJA (LA);10. Tráfico de drogas;enero-diciembre 2023;93
RIOJA (LA);10. Tráfico de drogas;enero-diciembre 2024;81
RIOJA (LA);10. Tráfico de drogas;Variación % 2024/2023;-12,9
RIOJA (LA);11. Resto de criminalidad convencional;enero-diciembre 2023;5.409
RIOJA (LA);11. Resto de criminalidad convencional;enero-diciembre 2024;5.506
RIOJA (LA);11. Resto de criminalidad convencional;Variación % 2024/2023;1,8
RIOJA (LA);II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-diciembre 2023;2.364
RIOJA (LA);II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-diciembre 2024;2.331
RIOJA (LA);II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);Variación % 2024/2023;-1,4
RIOJA (LA);12.-Estafas informáticas;enero-diciembre 2023;2.021
RIOJA (LA);12.-Estafas informáticas;enero-diciembre 2024;1.887
RIOJA (LA);12.-Estafas informáticas;Variación % 2024/2023;-6,6
RIOJA (LA);13.-Otros ciberdelitos;enero-diciembre 2023;343
RIOJA (LA);13.-Otros ciberdelitos;enero-diciembre 2024;444
RIOJA (LA);13.-Otros ciberdelitos;Variación % 2024/2023;29,4
RIOJA (LA);III. TOTAL INFRACCIONES PENALES;enero-diciembre 2023;12.152
RIOJA (LA);III. TOTAL INFRACCIONES PENALES;enero-diciembre 2024;11.965
RIOJA (LA);III. TOTAL INFRACCIONES PENALES;Variación % 2024/2023;-1,5
CIUDAD AUTÓNOMA DE CEUTA;I. CRIMINALIDAD CONVENCIONAL;enero-diciembre 2023;2.949
CIUDAD AUTÓNOMA DE CEUTA;I. CRIMINALIDAD CONVENCIONAL;enero-diciembre 2024;2.965
CIUDAD AUTÓNOMA DE CEUTA;I. CRIMINALIDAD CONVENCIONAL;Variación % 2024/2023;0,5
CIUDAD AUTÓNOMA DE CEUTA;1. Homicidios dolosos y asesinatos consumados;enero-diciembre 2023;5
CIUDAD AUTÓNOMA DE CEUTA;1. Homicidios dolosos y asesinatos consumados;enero-diciembre 2024;0
CIUDAD AUTÓNOMA DE CEUTA;1. Homicidios dolosos y asesinatos consumados;Variación % 2024/2023;-100,0
CIUDAD AUTÓNOMA DE CEUTA;2. Homicidios dolosos y asesinatos en grado tentativa;enero-diciembre 2023;6
CIUDAD AUTÓNOMA DE CEUTA;2. Homicidios dolosos y asesinatos en grado tentativa;enero-diciembre 2024;8
CIUDAD AUTÓNOMA DE CEUTA;2. Homicidios dolosos y asesinatos en grado tentativa;Variación % 2024/2023;33,3
CIUDAD AUTÓNOMA DE CEUTA;3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-diciembre 2023;57
CIUDAD AUTÓNOMA DE CEUTA;3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-diciembre 2024;66
CIUDAD AUTÓNOMA DE CEUTA;3. Delitos graves y menos graves de lesiones y riña tumultuaria;Variación % 2024/2023;15,8
CIUDAD AUTÓNOMA DE CEUTA;4. Secuestro;enero-diciembre 2023;0
CIUDAD AUTÓNOMA DE CEUTA;4. Secuestro;enero-diciembre 2024;0
CIUDAD AUTÓNOMA DE CEUTA;4. Secuestro;Variación % 2024/2023;0,0
CIUDAD AUTÓNOMA DE CEUTA;5. Delitos contra la libertad sexual;enero-diciembre 2023;41
CIUDAD AUTÓNOMA DE CEUTA;5. Delitos contra la libertad sexual;enero-diciembre 2024;46
CIUDAD AUTÓNOMA DE CEUTA;5. Delitos contra la libertad sexual;Variación % 2024/2023;12,2
CIUDAD AUTÓNOMA DE CEUTA;5.1.-Agresión sexual con penetración;enero-diciembre 2023;8
CIUDAD AUTÓNOMA DE CEUTA;5.1.-Agresión sexual con penetración;enero-diciembre 2024;5
CIUDAD AUTÓNOMA DE CEUTA;5.1.-Agresión sexual con penetración;Variación % 2024/2023;-37,5
CIUDAD AUTÓNOMA DE CEUTA;5.2.-Resto de delitos contra la libertad sexual;enero-diciembre 2023;33
CIUDAD AUTÓNOMA DE CEUTA;5.2.-Resto de delitos contra la libertad sexual;enero-diciembre 2024;41
CIUDAD AUTÓNOMA DE CEUTA;5.2.-Resto de delitos contra la libertad sexual;Variación % 2024/2023;24,2
CIUDAD AUTÓNOMA DE CEUTA;6. Robos con violencia e intimidación;enero-diciembre 2023;84
CIUDAD AUTÓNOMA DE CEUTA;6. Robos con violencia e intimidación;enero-diciembre 2024;140
CIUDAD AUTÓNOMA DE CEUTA;6. Robos con violencia e intimidación;Variación % 2024/2023;66,7
CIUDAD AUTÓNOMA DE CEUTA;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-diciembre 2023;52
CIUDAD AUTÓNOMA DE CEUTA;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-diciembre 2024;27
CIUDAD AUTÓNOMA DE CEUTA;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;Variación % 2024/2023;-48,1
CIUDAD AUTÓNOMA DE CEUTA;7.1.-Robos con fuerza en domicilios;enero-diciembre 2023;33
CIUDAD AUTÓNOMA DE CEUTA;7.1.-Robos con fuerza en domicilios;enero-diciembre 2024;21
CIUDAD AUTÓNOMA DE CEUTA;7.1.-Robos con fuerza en domicilios;Variación % 2024/2023;-36,4
CIUDAD AUTÓNOMA DE CEUTA;8. Hurtos;enero-diciembre 2023;529
CIUDAD AUTÓNOMA DE CEUTA;8. Hurtos;enero-diciembre 2024;510
CIUDAD AUTÓNOMA DE CEUTA;8. Hurtos;Variación % 2024/2023;-3,6
CIUDAD AUTÓNOMA DE CEUTA;9. Sustracciones de vehículos;enero-diciembre 2023;108
CIUDAD AUTÓNOMA DE CEUTA;9. Sustracciones de vehículos;enero-diciembre 2024;112
CIUDAD AUTÓNOMA DE CEUTA;9. Sustracciones de vehículos;Variación % 2024/2023;3,7
CIUDAD AUTÓNOMA DE CEUTA;10. Tráfico de drogas;enero-diciembre 2023;99
CIUDAD AUTÓNOMA DE CEUTA;10. Tráfico de drogas;enero-diciembre 2024;97
CIUDAD AUTÓNOMA DE CEUTA;10. Tráfico de drogas;Variación % 2024/2023;-2,0
CIUDAD AUTÓNOMA DE CEUTA;11. Resto de criminalidad convencional;enero-diciembre 2023;1.968
CIUDAD AUTÓNOMA DE CEUTA;11. Resto de criminalidad convencional;enero-diciembre 2024;1.959
CIUDAD AUTÓNOMA DE CEUTA;11. Resto de criminalidad convencional;Variación % 2024/2023;-0,5
CIUDAD AUTÓNOMA DE CEUTA;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-diciembre 2023;592
CIUDAD AUTÓNOMA DE CEUTA;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-diciembre 2024;608
CIUDAD AUTÓNOMA DE CEUTA;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);Variación % 2024/2023;2,7
CIUDAD AUTÓNOMA DE CEUTA;12.-Estafas informáticas;enero-diciembre 2023;514
CIUDAD AUTÓNOMA DE CEUTA;12.-Estafas informáticas;enero-diciembre 2024;512
CIUDAD AUTÓNOMA DE CEUTA;12.-Estafas informáticas;Variación % 2024/2023;-0,4
CIUDAD AUTÓNOMA DE CEUTA;13.-Otros ciberdelitos;enero-diciembre 2023;78
CIUDAD AUTÓNOMA DE CEUTA;13.-Otros ciberdelitos;enero-diciembre 2024;96
CIUDAD AUTÓNOMA DE CEUTA;13.-Otros ciberdelitos;Variación % 2024/2023;23,1
CIUDAD AUTÓNOMA DE CEUTA;III. TOTAL INFRACCIONES PENALES;enero-diciembre 2023;3.541
CIUDAD AUTÓNOMA DE CEUTA;III. TOTAL INFRACCIONES PENALES;enero-diciembre 2024;3.573
CIUDAD AUTÓNOMA DE CEUTA;III. TOTAL INFRACCIONES PENALES;Variación % 2024/2023;0,9
CIUDAD AUTÓNOMA DE MELILLA;I. CRIMINALIDAD CONVENCIONAL;enero-diciembre 2023;3.876
CIUDAD AUTÓNOMA DE MELILLA;I. CRIMINALIDAD CONVENCIONAL;enero-diciembre 2024;3.827
CIUDAD AUTÓNOMA DE MELILLA;I. CRIMINALIDAD CONVENCIONAL;Variación % 2024/2023;-1,3
CIUDAD AUTÓNOMA DE MELILLA;1. Homicidios dolosos y asesinatos consumados;enero-diciembre 2023;0
CIUDAD AUTÓNOMA DE MELILLA;1. Homicidios dolosos y asesinatos consumados;enero-diciembre 2024;0
CIUDAD AUTÓNOMA DE MELILLA;1. Homicidios dolosos y asesinatos consumados;Variación % 2024/2023;0,0
CIUDAD AUTÓNOMA DE MELILLA;2. Homicidios dolosos y asesinatos en grado tentativa;enero-diciembre 2023;3
CIUDAD AUTÓNOMA DE MELILLA;2. Homicidios dolosos y asesinatos en grado tentativa;enero-diciembre 2024;1
CIUDAD AUTÓNOMA DE MELILLA;2. Homicidios dolosos y asesinatos en grado tentativa;Variación % 2024/2023;-66,7
CIUDAD AUTÓNOMA DE MELILLA;3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-diciembre 2023;118
CIUDAD AUTÓNOMA DE MELILLA;3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-diciembre 2024;90
CIUDAD AUTÓNOMA DE MELILLA;3. Delitos graves y menos graves de lesiones y riña tumultuaria;Variación % 2024/2023;-23,7
CIUDAD AUTÓNOMA DE MELILLA;4. Secuestro;enero-diciembre 2023;0
CIUDAD AUTÓNOMA DE MELILLA;4. Secuestro;enero-diciembre 2024;1
CIUDAD AUTÓNOMA DE MELILLA;4. Secuestro;Variación % 2024/2023;100,0
CIUDAD AUTÓNOMA DE MELILLA;5. Delitos contra la libertad sexual;enero-diciembre 2023;39
CIUDAD AUTÓNOMA DE MELILLA;5. Delitos contra la libertad sexual;enero-diciembre 2024;37
CIUDAD AUTÓNOMA DE MELILLA;5. Delitos contra la libertad sexual;Variación % 2024/2023;-5,1
CIUDAD AUTÓNOMA DE MELILLA;5.1.-Agresión sexual con penetración;enero-diciembre 2023;3
CIUDAD AUTÓNOMA DE MELILLA;5.1.-Agresión sexual con penetración;enero-diciembre 2024;8
CIUDAD AUTÓNOMA DE MELILLA;5.1.-Agresión sexual con penetración;Variación % 2024/2023;166,7
CIUDAD AUTÓNOMA DE MELILLA;5.2.-Resto de delitos contra la libertad sexual;enero-diciembre 2023;36
CIUDAD AUTÓNOMA DE MELILLA;5.2.-Resto de delitos contra la libertad sexual;enero-diciembre 2024;29
CIUDAD AUTÓNOMA DE MELILLA;5.2.-Resto de delitos contra la libertad sexual;Variación % 2024/2023;-19,4
CIUDAD AUTÓNOMA DE MELILLA;6. Robos con violencia e intimidación;enero-diciembre 2023;119
CIUDAD AUTÓNOMA DE MELILLA;6. Robos con violencia e intimidación;enero-diciembre 2024;105
CIUDAD AUTÓNOMA DE MELILLA;6. Robos con violencia e intimidación;Variación % 2024/2023;-11,8
CIUDAD AUTÓNOMA DE MELILLA;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-diciembre 2023;121
CIUDAD AUTÓNOMA DE MELILLA;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-diciembre 2024;85
CIUDAD AUTÓNOMA DE MELILLA;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;Variación % 2024/2023;-29,8
CIUDAD AUTÓNOMA DE MELILLA;7.1.-Robos con fuerza en domicilios;enero-diciembre 2023;60
CIUDAD AUTÓNOMA DE MELILLA;7.1.-Robos con fuerza en domicilios;enero-diciembre 2024;37
CIUDAD AUTÓNOMA DE MELILLA;7.1.-Robos con fuerza en domicilios;Variación % 2024/2023;-38,3
CIUDAD AUTÓNOMA DE MELILLA;8. Hurtos;enero-diciembre 2023;747
CIUDAD AUTÓNOMA DE MELILLA;8. Hurtos;enero-diciembre 2024;659
CIUDAD AUTÓNOMA DE MELILLA;8. Hurtos;Variación % 2024/2023;-11,8
CIUDAD AUTÓNOMA DE MELILLA;9. Sustracciones de vehículos;enero-diciembre 2023;65
CIUDAD AUTÓNOMA DE MELILLA;9. Sustracciones de vehículos;enero-diciembre 2024;56
CIUDAD AUTÓNOMA DE MELILLA;9. Sustracciones de vehículos;Variación % 2024/2023;-13,8
CIUDAD AUTÓNOMA DE MELILLA;10. Tráfico de drogas;enero-diciembre 2023;60
CIUDAD AUTÓNOMA DE MELILLA;10. Tráfico de drogas;enero-diciembre 2024;49
CIUDAD AUTÓNOMA DE MELILLA;10. Tráfico de drogas;Variación % 2024/2023;-18,3
CIUDAD AUTÓNOMA DE MELILLA;11. Resto de criminalidad convencional;enero-diciembre 2023;2.604
CIUDAD AUTÓNOMA DE MELILLA;11. Resto de criminalidad convencional;enero-diciembre 2024;2.744
CIUDAD AUTÓNOMA DE MELILLA;11. Resto de criminalidad convencional;Variación % 2024/2023;5,4
CIUDAD AUTÓNOMA DE MELILLA;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-diciembre 2023;481
CIUDAD AUTÓNOMA DE MELILLA;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-diciembre 2024;563
CIUDAD AUTÓNOMA DE MELILLA;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);Variación % 2024/2023;17,0
CIUDAD AUTÓNOMA DE MELILLA;12.-Estafas informáticas;enero-diciembre 2023;409
CIUDAD AUTÓNOMA DE MELILLA;12.-Estafas informáticas;enero-diciembre 2024;469
CIUDAD AUTÓNOMA DE MELILLA;12.-Estafas informáticas;Variación % 2024/2023;14,7
CIUDAD AUTÓNOMA DE MELILLA;13.-Otros ciberdelitos;enero-diciembre 2023;72
CIUDAD AUTÓNOMA DE MELILLA;13.-Otros ciberdelitos;enero-diciembre 2024;94
CIUDAD AUTÓNOMA DE MELILLA;13.-Otros ciberdelitos;Variación % 2024/2023;30,6
CIUDAD AUTÓNOMA DE MELILLA;III. TOTAL INFRACCIONES PENALES;enero-diciembre 2023;4.357
CIUDAD AUTÓNOMA DE MELILLA;III. TOTAL INFRACCIONES PENALES;enero-diciembre 2024;4.390
CIUDAD AUTÓNOMA DE MELILLA;III. TOTAL INFRACCIONES PENALES;Variación % 2024/2023;0,8
EN EL EXTRANJERO;I. CRIMINALIDAD CONVENCIONAL;enero-diciembre 2023;5.083
EN EL EXTRANJERO;I. CRIMINALIDAD CONVENCIONAL;enero-diciembre 2024;5.296
EN EL EXTRANJERO;I. CRIMINALIDAD CONVENCIONAL;Variación % 2024/2023;4,2
EN EL EXTRANJERO;1. Homicidios dolosos y asesinatos consumados;enero-diciembre 2023;2
EN EL EXTRANJERO;1. Homicidios dolosos y asesinatos consumados;enero-diciembre 2024;0
EN EL EXTRANJERO;1. Homicidios dolosos y asesinatos consumados;Variación % 2024/2023;-100,0
EN EL EXTRANJERO;2. Homicidios dolosos y asesinatos en grado tentativa;enero-diciembre 2023;0
EN EL EXTRANJERO;2. Homicidios dolosos y asesinatos en grado tentativa;enero-diciembre 2024;0
EN EL EXTRANJERO;2. Homicidios dolosos y asesinatos en grado tentativa;Variación % 2024/2023;0,0
EN EL EXTRANJERO;3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-diciembre 2023;5
EN EL EXTRANJERO;3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-diciembre 2024;10
EN EL EXTRANJERO;3. Delitos graves y menos graves de lesiones y riña tumultuaria;Variación % 2024/2023;100,0
EN EL EXTRANJERO;4. Secuestro;enero-diciembre 2023;8
EN EL EXTRANJERO;4. Secuestro;enero-diciembre 2024;9
EN EL EXTRANJERO;4. Secuestro;Variación % 2024/2023;12,5
EN EL EXTRANJERO;5. Delitos contra la libertad sexual;enero-diciembre 2023;69
EN EL EXTRANJERO;5. Delitos contra la libertad sexual;enero-diciembre 2024;79
EN EL EXTRANJERO;5. Delitos contra la libertad sexual;Variación % 2024/2023;14,5
EN EL EXTRANJERO;5.1.-Agresión sexual con penetración;enero-diciembre 2023;31
EN EL EXTRANJERO;5.1.-Agresión sexual con penetración;enero-diciembre 2024;26
EN EL EXTRANJERO;5.1.-Agresión sexual con penetración;Variación % 2024/2023;-16,1
EN EL EXTRANJERO;5.2.-Resto de delitos contra la libertad sexual;enero-diciembre 2023;38
EN EL EXTRANJERO;5.2.-Resto de delitos contra la libertad sexual;enero-diciembre 2024;53
EN EL EXTRANJERO;5.2.-Resto de delitos contra la libertad sexual;Variación % 2024/2023;39,5
EN EL EXTRANJERO;6. Robos con violencia e intimidación;enero-diciembre 2023;195
EN EL EXTRANJERO;6. Robos con violencia e intimidación;enero-diciembre 2024;221
EN EL EXTRANJERO;6. Robos con violencia e intimidación;Variación % 2024/2023;13,3
EN EL EXTRANJERO;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-diciembre 2023;20
EN EL EXTRANJERO;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-diciembre 2024;22
EN EL EXTRANJERO;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;Variación % 2024/2023;10,0
EN EL EXTRANJERO;7.1.-Robos con fuerza en domicilios;enero-diciembre 2023;13
EN EL EXTRANJERO;7.1.-Robos con fuerza en domicilios;enero-diciembre 2024;15
EN EL EXTRANJERO;7.1.-Robos con fuerza en domicilios;Variación % 2024/2023;15,4
EN EL EXTRANJERO;8. Hurtos;enero-diciembre 2023;2.517
EN EL EXTRANJERO;8. Hurtos;enero-diciembre 2024;2.600
EN EL EXTRANJERO;8. Hurtos;Variación % 2024/2023;3,3
EN EL EXTRANJERO;9. Sustracciones de vehículos;enero-diciembre 2023;100
EN EL EXTRANJERO;9. Sustracciones de vehículos;enero-diciembre 2024;99
EN EL EXTRANJERO;9. Sustracciones de vehículos;Variación % 2024/2023;-1,0
EN EL EXTRANJERO;10. Tráfico de drogas;enero-diciembre 2023;47
EN EL EXTRANJERO;10. Tráfico de drogas;enero-diciembre 2024;66
EN EL EXTRANJERO;10. Tráfico de drogas;Variación % 2024/2023;40,4
EN EL EXTRANJERO;11. Resto de criminalidad convencional;enero-diciembre 2023;2.120
EN EL EXTRANJERO;11. Resto de criminalidad convencional;enero-diciembre 2024;2.190
EN EL EXTRANJERO;11. Resto de criminalidad convencional;Variación % 2024/2023;3,3
EN EL EXTRANJERO;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-diciembre 2023;4.704
EN EL EXTRANJERO;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-diciembre 2024;3.504
EN EL EXTRANJERO;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);Variación % 2024/2023;-25,5
EN EL EXTRANJERO;12.-Estafas informáticas;enero-diciembre 2023;4.393
EN EL EXTRANJERO;12.-Estafas informáticas;enero-diciembre 2024;3.316
EN EL EXTRANJERO;12.-Estafas informáticas;Variación % 2024/2023;-24,5
EN EL EXTRANJERO;13.-Otros ciberdelitos;enero-diciembre 2023;311
EN EL EXTRANJERO;13.-Otros ciberdelitos;enero-diciembre 2024;188
EN EL EXTRANJERO;13.-Otros ciberdelitos;Variación % 2024/2023;-39,5
EN EL EXTRANJERO;III. TOTAL INFRACCIONES PENALES;enero-diciembre 2023;9.787
EN EL EXTRANJERO;III. TOTAL INFRACCIONES PENALES;enero-diciembre 2024;8.800
EN EL EXTRANJERO;III. TOTAL INFRACCIONES PENALES;Variación % 2024/2023;-10,1
