Comunidades autónomas;Tipología penal;Periodos:;Total
PAÍS VASCO;3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-septiembre 2023;1.216
PAÍS VASCO;3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-septiembre 2024;1.406
PAÍS VASCO;3. Delitos graves y menos graves de lesiones y riña tumultuaria;Variación % 2024/2023;15,6
PAÍS VASCO;4. Secuestro;enero-septiembre 2023;5
PAÍS VASCO;4. Secuestro;enero-septiembre 2024;2
PAÍS VASCO;4. Secuestro;Variación % 2024/2023;-60,0
PAÍS VASCO;5. Delitos contra la libertad sexual;enero-septiembre 2023;618
PAÍS VASCO;5. Delitos contra la libertad sexual;enero-septiembre 2024;770
PAÍS VASCO;5. Delitos contra la libertad sexual;Variación % 2024/2023;24,6
PAÍS VASCO;5.1.-Agresión sexual con penetración;enero-septiembre 2023;175
PAÍS VASCO;5.1.-Agresión sexual con penetración;enero-septiembre 2024;231
PAÍS VASCO;5.1.-Agresión sexual con penetración;Variación % 2024/2023;32,0
PAÍS VASCO;5.2.-Resto de delitos contra la libertad sexual;enero-septiembre 2023;443
PAÍS VASCO;5.2.-Resto de delitos contra la libertad sexual;enero-septiembre 2024;539
PAÍS VASCO;5.2.-Resto de delitos contra la libertad sexual;Variación % 2024/2023;21,7
PAÍS VASCO;6. Robos con violencia e intimidación;enero-septiembre 2023;1.564
PAÍS VASCO;6. Robos con violencia e intimidación;enero-septiembre 2024;1.658
PAÍS VASCO;6. Robos con violencia e intimidación;Variación % 2024/2023;6,0
PAÍS VASCO;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-septiembre 2023;4.675
PAÍS VASCO;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-septiembre 2024;4.355
PAÍS VASCO;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;Variación % 2024/2023;-6,8
PAÍS VASCO;7.1.-Robos con fuerza en domicilios;enero-septiembre 2023;2.907
PAÍS VASCO;7.1.-Robos con fuerza en domicilios;enero-septiembre 2024;2.867
PAÍS VASCO;7.1.-Robos con fuerza en domicilios;Variación % 2024/2023;-1,4
PAÍS VASCO;8. Hurtos;enero-septiembre 2023;22.534
PAÍS VASCO;8. Hurtos;enero-septiembre 2024;23.198
PAÍS VASCO;8. Hurtos;Variación % 2024/2023;2,9
PAÍS VASCO;9. Sustracciones de vehículos;enero-septiembre 2023;550
PAÍS VASCO;9. Sustracciones de vehículos;enero-septiembre 2024;514
PAÍS VASCO;9. Sustracciones de vehículos;Variación % 2024/2023;-6,5
PAÍS VASCO;10. Tráfico de drogas;enero-septiembre 2023;465
PAÍS VASCO;10. Tráfico de drogas;enero-septiembre 2024;684
PAÍS VASCO;10. Tráfico de drogas;Variación % 2024/2023;47,1
PAÍS VASCO;11. Resto de criminalidad convencional;enero-septiembre 2023;28.016
PAÍS VASCO;11. Resto de criminalidad convencional;enero-septiembre 2024;29.111
PAÍS VASCO;11. Resto de criminalidad convencional;Variación % 2024/2023;3,9
PAÍS VASCO;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-septiembre 2023;20.123
PAÍS VASCO;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-septiembre 2024;19.438
PAÍS VASCO;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);Variación % 2024/2023;-3,4
PAÍS VASCO;12.-Estafas informáticas;enero-septiembre 2023;18.133
PAÍS VASCO;12.-Estafas informáticas;enero-septiembre 2024;17.421
PAÍS VASCO;12.-Estafas informáticas;Variación % 2024/2023;-3,9
PAÍS VASCO;13.-Otros ciberdelitos;enero-septiembre 2023;1.990
PAÍS VASCO;13.-Otros ciberdelitos;enero-septiembre 2024;2.017
PAÍS VASCO;13.-Otros ciberdelitos;Variación % 2024/2023;1,4
PAÍS VASCO;III. TOTAL INFRACCIONES PENALES;enero-septiembre 2023;79.805
PAÍS VASCO;III. TOTAL INFRACCIONES PENALES;enero-septiembre 2024;81.200
PAÍS VASCO;III. TOTAL INFRACCIONES PENALES;Variación % 2024/2023;1,7
RIOJA (LA);I. CRIMINALIDAD CONVENCIONAL;enero-septiembre 2023;7.369
RIOJA (LA);I. CRIMINALIDAD CONVENCIONAL;enero-septiembre 2024;7.318
RIOJA (LA);I. CRIMINALIDAD CONVENCIONAL;Variación % 2024/2023;-0,7
RIOJA (LA);1. Homicidios dolosos y asesinatos consumados;enero-septiembre 2023;3
RIOJA (LA);1. Homicidios dolosos y asesinatos consumados;enero-septiembre 2024;3
RIOJA (LA);1. Homicidios dolosos y asesinatos consumados;Variación % 2024/2023;0,0
RIOJA (LA);2. Homicidios dolosos y asesinatos en grado tentativa;enero-septiembre 2023;12
RIOJA (LA);2. Homicidios dolosos y asesinatos en grado tentativa;enero-septiembre 2024;9
RIOJA (LA);2. Homicidios dolosos y asesinatos en grado tentativa;Variación % 2024/2023;-25,0
RIOJA (LA);3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-septiembre 2023;177
RIOJA (LA);3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-septiembre 2024;190
RIOJA (LA);3. Delitos graves y menos graves de lesiones y riña tumultuaria;Variación % 2024/2023;7,3
RIOJA (LA);4. Secuestro;enero-septiembre 2023;1
RIOJA (LA);4. Secuestro;enero-septiembre 2024;0
RIOJA (LA);4. Secuestro;Variación % 2024/2023;-100,0
RIOJA (LA);5. Delitos contra la libertad sexual;enero-septiembre 2023;80
RIOJA (LA);5. Delitos contra la libertad sexual;enero-septiembre 2024;88
RIOJA (LA);5. Delitos contra la libertad sexual;Variación % 2024/2023;10,0
RIOJA (LA);5.1.-Agresión sexual con penetración;enero-septiembre 2023;13
RIOJA (LA);5.1.-Agresión sexual con penetración;enero-septiembre 2024;12
RIOJA (LA);5.1.-Agresión sexual con penetración;Variación % 2024/2023;-7,7
RIOJA (LA);5.2.-Resto de delitos contra la libertad sexual;enero-septiembre 2023;67
RIOJA (LA);5.2.-Resto de delitos contra la libertad sexual;enero-septiembre 2024;76
RIOJA (LA);5.2.-Resto de delitos contra la libertad sexual;Variación % 2024/2023;13,4
RIOJA (LA);6. Robos con violencia e intimidación;enero-septiembre 2023;121
RIOJA (LA);6. Robos con violencia e intimidación;enero-septiembre 2024;85
RIOJA (LA);6. Robos con violencia e intimidación;Variación % 2024/2023;-29,8
RIOJA (LA);7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-septiembre 2023;553
RIOJA (LA);7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-septiembre 2024;570
RIOJA (LA);7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;Variación % 2024/2023;3,1
RIOJA (LA);7.1.-Robos con fuerza en domicilios;enero-septiembre 2023;430
RIOJA (LA);7.1.-Robos con fuerza en domicilios;enero-septiembre 2024;449
RIOJA (LA);7.1.-Robos con fuerza en domicilios;Variación % 2024/2023;4,4
RIOJA (LA);8. Hurtos;enero-septiembre 2023;2.274
RIOJA (LA);8. Hurtos;enero-septiembre 2024;2.067
RIOJA (LA);8. Hurtos;Variación % 2024/2023;-9,1
RIOJA (LA);9. Sustracciones de vehículos;enero-septiembre 2023;48
RIOJA (LA);9. Sustracciones de vehículos;enero-septiembre 2024;52
RIOJA (LA);9. Sustracciones de vehículos;Variación % 2024/2023;8,3
RIOJA (LA);10. Tráfico de drogas;enero-septiembre 2023;76
RIOJA (LA);10. Tráfico de drogas;enero-septiembre 2024;50
RIOJA (LA);10. Tráfico de drogas;Variación % 2024/2023;-34,2
RIOJA (LA);11. Resto de criminalidad convencional;enero-septiembre 2023;4.024
RIOJA (LA);11. Resto de criminalidad convencional;enero-septiembre 2024;4.204
RIOJA (LA);11. Resto de criminalidad convencional;Variación % 2024/2023;4,5
RIOJA (LA);II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-septiembre 2023;1.789
RIOJA (LA);II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-septiembre 2024;1.723
RIOJA (LA);II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);Variación % 2024/2023;-3,7
RIOJA (LA);12.-Estafas informáticas;enero-septiembre 2023;1.540
RIOJA (LA);12.-Estafas informáticas;enero-septiembre 2024;1.380
RIOJA (LA);12.-Estafas informáticas;Variación % 2024/2023;-10,4
RIOJA (LA);13.-Otros ciberdelitos;enero-septiembre 2023;249
RIOJA (LA);13.-Otros ciberdelitos;enero-septiembre 2024;343
RIOJA (LA);13.-Otros ciberdelitos;Variación % 2024/2023;37,8
RIOJA (LA);III. TOTAL INFRACCIONES PENALES;enero-septiembre 2023;9.158
RIOJA (LA);III. TOTAL INFRACCIONES PENALES;enero-septiembre 2024;9.041
RIOJA (LA);III. TOTAL INFRACCIONES PENALES;Variación % 2024/2023;-1,3
CIUDAD AUTÓNOMA DE CEUTA;I. CRIMINALIDAD CONVENCIONAL;enero-septiembre 2023;2.169
CIUDAD AUTÓNOMA DE CEUTA;I. CRIMINALIDAD CONVENCIONAL;enero-septiembre 2024;2.179
CIUDAD AUTÓNOMA DE CEUTA;I. CRIMINALIDAD CONVENCIONAL;Variación % 2024/2023;0,5
CIUDAD AUTÓNOMA DE CEUTA;1. Homicidios dolosos y asesinatos consumados;enero-septiembre 2023;5
CIUDAD AUTÓNOMA DE CEUTA;1. Homicidios dolosos y asesinatos consumados;enero-septiembre 2024;0
CIUDAD AUTÓNOMA DE CEUTA;1. Homicidios dolosos y asesinatos consumados;Variación % 2024/2023;-100,0
CIUDAD AUTÓNOMA DE CEUTA;2. Homicidios dolosos y asesinatos en grado tentativa;enero-septiembre 2023;6
CIUDAD AUTÓNOMA DE CEUTA;2. Homicidios dolosos y asesinatos en grado tentativa;enero-septiembre 2024;7
CIUDAD AUTÓNOMA DE CEUTA;2. Homicidios dolosos y asesinatos en grado tentativa;Variación % 2024/2023;16,7
CIUDAD AUTÓNOMA DE CEUTA;3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-septiembre 2023;46
CIUDAD AUTÓNOMA DE CEUTA;3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-septiembre 2024;53
CIUDAD AUTÓNOMA DE CEUTA;3. Delitos graves y menos graves de lesiones y riña tumultuaria;Variación % 2024/2023;15,2
CIUDAD AUTÓNOMA DE CEUTA;4. Secuestro;enero-septiembre 2023;0
CIUDAD AUTÓNOMA DE CEUTA;4. Secuestro;enero-septiembre 2024;0
CIUDAD AUTÓNOMA DE CEUTA;4. Secuestro;Variación % 2024/2023;0,0
CIUDAD AUTÓNOMA DE CEUTA;5. Delitos contra la libertad sexual;enero-septiembre 2023;27
CIUDAD AUTÓNOMA DE CEUTA;5. Delitos contra la libertad sexual;enero-septiembre 2024;41
CIUDAD AUTÓNOMA DE CEUTA;5. Delitos contra la libertad sexual;Variación % 2024/2023;51,9
CIUDAD AUTÓNOMA DE CEUTA;5.1.-Agresión sexual con penetración;enero-septiembre 2023;2
CIUDAD AUTÓNOMA DE CEUTA;5.1.-Agresión sexual con penetración;enero-septiembre 2024;5
CIUDAD AUTÓNOMA DE CEUTA;5.1.-Agresión sexual con penetración;Variación % 2024/2023;150,0
CIUDAD AUTÓNOMA DE CEUTA;5.2.-Resto de delitos contra la libertad sexual;enero-septiembre 2023;25
CIUDAD AUTÓNOMA DE CEUTA;5.2.-Resto de delitos contra la libertad sexual;enero-septiembre 2024;36
CIUDAD AUTÓNOMA DE CEUTA;5.2.-Resto de delitos contra la libertad sexual;Variación % 2024/2023;44,0
CIUDAD AUTÓNOMA DE CEUTA;6. Robos con violencia e intimidación;enero-septiembre 2023;55
CIUDAD AUTÓNOMA DE CEUTA;6. Robos con violencia e intimidación;enero-septiembre 2024;85
CIUDAD AUTÓNOMA DE CEUTA;6. Robos con violencia e intimidación;Variación % 2024/2023;54,5
CIUDAD AUTÓNOMA DE CEUTA;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-septiembre 2023;40
CIUDAD AUTÓNOMA DE CEUTA;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-septiembre 2024;23
CIUDAD AUTÓNOMA DE CEUTA;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;Variación % 2024/2023;-42,5
CIUDAD AUTÓNOMA DE CEUTA;7.1.-Robos con fuerza en domicilios;enero-septiembre 2023;24
CIUDAD AUTÓNOMA DE CEUTA;7.1.-Robos con fuerza en domicilios;enero-septiembre 2024;18
CIUDAD AUTÓNOMA DE CEUTA;7.1.-Robos con fuerza en domicilios;Variación % 2024/2023;-25,0
CIUDAD AUTÓNOMA DE CEUTA;8. Hurtos;enero-septiembre 2023;390
CIUDAD AUTÓNOMA DE CEUTA;8. Hurtos;enero-septiembre 2024;401
CIUDAD AUTÓNOMA DE CEUTA;8. Hurtos;Variación % 2024/2023;2,8
CIUDAD AUTÓNOMA DE CEUTA;9. Sustracciones de vehículos;enero-septiembre 2023;64
CIUDAD AUTÓNOMA DE CEUTA;9. Sustracciones de vehículos;enero-septiembre 2024;79
CIUDAD AUTÓNOMA DE CEUTA;9. Sustracciones de vehículos;Variación % 2024/2023;23,4
CIUDAD AUTÓNOMA DE CEUTA;10. Tráfico de drogas;enero-septiembre 2023;71
CIUDAD AUTÓNOMA DE CEUTA;10. Tráfico de drogas;enero-septiembre 2024;74
CIUDAD AUTÓNOMA DE CEUTA;10. Tráfico de drogas;Variación % 2024/2023;4,2
CIUDAD AUTÓNOMA DE CEUTA;11. Resto de criminalidad convencional;enero-septiembre 2023;1.465
CIUDAD AUTÓNOMA DE CEUTA;11. Resto de criminalidad convencional;enero-septiembre 2024;1.416
CIUDAD AUTÓNOMA DE CEUTA;11. Resto de criminalidad convencional;Variación % 2024/2023;-3,3
CIUDAD AUTÓNOMA DE CEUTA;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-septiembre 2023;437
CIUDAD AUTÓNOMA DE CEUTA;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-septiembre 2024;441
CIUDAD AUTÓNOMA DE CEUTA;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);Variación % 2024/2023;0,9
CIUDAD AUTÓNOMA DE CEUTA;12.-Estafas informáticas;enero-septiembre 2023;376
CIUDAD AUTÓNOMA DE CEUTA;12.-Estafas informáticas;enero-septiembre 2024;377
CIUDAD AUTÓNOMA DE CEUTA;12.-Estafas informáticas;Variación % 2024/2023;0,3
CIUDAD AUTÓNOMA DE CEUTA;13.-Otros ciberdelitos;enero-septiembre 2023;61
CIUDAD AUTÓNOMA DE CEUTA;13.-Otros ciberdelitos;enero-septiembre 2024;64
CIUDAD AUTÓNOMA DE CEUTA;13.-Otros ciberdelitos;Variación % 2024/2023;4,9
CIUDAD AUTÓNOMA DE CEUTA;III. TOTAL INFRACCIONES PENALES;enero-septiembre 2023;2.606
CIUDAD AUTÓNOMA DE CEUTA;III. TOTAL INFRACCIONES PENALES;enero-septiembre 2024;2.620
CIUDAD AUTÓNOMA DE CEUTA;III. TOTAL INFRACCIONES PENALES;Variación % 2024/2023;0,5
CIUDAD AUTÓNOMA DE MELILLA;I. CRIMINALIDAD CONVENCIONAL;enero-septiembre 2023;2.878
CIUDAD AUTÓNOMA DE MELILLA;I. CRIMINALIDAD CONVENCIONAL;enero-septiembre 2024;2.817
CIUDAD AUTÓNOMA DE MELILLA;I. CRIMINALIDAD CONVENCIONAL;Variación % 2024/2023;-2,1
CIUDAD AUTÓNOMA DE MELILLA;1. Homicidios dolosos y asesinatos consumados;enero-septiembre 2023;0
CIUDAD AUTÓNOMA DE MELILLA;1. Homicidios dolosos y asesinatos consumados;enero-septiembre 2024;0
CIUDAD AUTÓNOMA DE MELILLA;1. Homicidios dolosos y asesinatos consumados;Variación % 2024/2023;0,0
CIUDAD AUTÓNOMA DE MELILLA;2. Homicidios dolosos y asesinatos en grado tentativa;enero-septiembre 2023;2
CIUDAD AUTÓNOMA DE MELILLA;2. Homicidios dolosos y asesinatos en grado tentativa;enero-septiembre 2024;1
CIUDAD AUTÓNOMA DE MELILLA;2. Homicidios dolosos y asesinatos en grado tentativa;Variación % 2024/2023;-50,0
CIUDAD AUTÓNOMA DE MELILLA;3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-septiembre 2023;86
CIUDAD AUTÓNOMA DE MELILLA;3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-septiembre 2024;75
CIUDAD AUTÓNOMA DE MELILLA;3. Delitos graves y menos graves de lesiones y riña tumultuaria;Variación % 2024/2023;-12,8
CIUDAD AUTÓNOMA DE MELILLA;4. Secuestro;enero-septiembre 2023;0
CIUDAD AUTÓNOMA DE MELILLA;4. Secuestro;enero-septiembre 2024;1
CIUDAD AUTÓNOMA DE MELILLA;4. Secuestro;Variación % 2024/2023;100,0
CIUDAD AUTÓNOMA DE MELILLA;5. Delitos contra la libertad sexual;enero-septiembre 2023;33
CIUDAD AUTÓNOMA DE MELILLA;5. Delitos contra la libertad sexual;enero-septiembre 2024;26
CIUDAD AUTÓNOMA DE MELILLA;5. Delitos contra la libertad sexual;Variación % 2024/2023;-21,2
CIUDAD AUTÓNOMA DE MELILLA;5.1.-Agresión sexual con penetración;enero-septiembre 2023;2
CIUDAD AUTÓNOMA DE MELILLA;5.1.-Agresión sexual con penetración;enero-septiembre 2024;7
CIUDAD AUTÓNOMA DE MELILLA;5.1.-Agresión sexual con penetración;Variación % 2024/2023;250,0
CIUDAD AUTÓNOMA DE MELILLA;5.2.-Resto de delitos contra la libertad sexual;enero-septiembre 2023;31
CIUDAD AUTÓNOMA DE MELILLA;5.2.-Resto de delitos contra la libertad sexual;enero-septiembre 2024;19
CIUDAD AUTÓNOMA DE MELILLA;5.2.-Resto de delitos contra la libertad sexual;Variación % 2024/2023;-38,7
CIUDAD AUTÓNOMA DE MELILLA;6. Robos con violencia e intimidación;enero-septiembre 2023;97
CIUDAD AUTÓNOMA DE MELILLA;6. Robos con violencia e intimidación;enero-septiembre 2024;74
CIUDAD AUTÓNOMA DE MELILLA;6. Robos con violencia e intimidación;Variación % 2024/2023;-23,7
CIUDAD AUTÓNOMA DE MELILLA;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-septiembre 2023;89
CIUDAD AUTÓNOMA DE MELILLA;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-septiembre 2024;60
CIUDAD AUTÓNOMA DE MELILLA;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;Variación % 2024/2023;-32,6
CIUDAD AUTÓNOMA DE MELILLA;7.1.-Robos con fuerza en domicilios;enero-septiembre 2023;47
CIUDAD AUTÓNOMA DE MELILLA;7.1.-Robos con fuerza en domicilios;enero-septiembre 2024;27
CIUDAD AUTÓNOMA DE MELILLA;7.1.-Robos con fuerza en domicilios;Variación % 2024/2023;-42,6
CIUDAD AUTÓNOMA DE MELILLA;8. Hurtos;enero-septiembre 2023;585
CIUDAD AUTÓNOMA DE MELILLA;8. Hurtos;enero-septiembre 2024;502
CIUDAD AUTÓNOMA DE MELILLA;8. Hurtos;Variación % 2024/2023;-14,2
CIUDAD AUTÓNOMA DE MELILLA;9. Sustracciones de vehículos;enero-septiembre 2023;48
CIUDAD AUTÓNOMA DE MELILLA;9. Sustracciones de vehículos;enero-septiembre 2024;40
CIUDAD AUTÓNOMA DE MELILLA;9. Sustracciones de vehículos;Variación % 2024/2023;-16,7
CIUDAD AUTÓNOMA DE MELILLA;10. Tráfico de drogas;enero-septiembre 2023;43
CIUDAD AUTÓNOMA DE MELILLA;10. Tráfico de drogas;enero-septiembre 2024;32
CIUDAD AUTÓNOMA DE MELILLA;10. Tráfico de drogas;Variación % 2024/2023;-25,6
CIUDAD AUTÓNOMA DE MELILLA;11. Resto de criminalidad convencional;enero-septiembre 2023;1.895
CIUDAD AUTÓNOMA DE MELILLA;11. Resto de criminalidad convencional;enero-septiembre 2024;2.006
CIUDAD AUTÓNOMA DE MELILLA;11. Resto de criminalidad convencional;Variación % 2024/2023;5,9
CIUDAD AUTÓNOMA DE MELILLA;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-septiembre 2023;340
CIUDAD AUTÓNOMA DE MELILLA;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-septiembre 2024;395
CIUDAD AUTÓNOMA DE MELILLA;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);Variación % 2024/2023;16,2
CIUDAD AUTÓNOMA DE MELILLA;12.-Estafas informáticas;enero-septiembre 2023;287
CIUDAD AUTÓNOMA DE MELILLA;12.-Estafas informáticas;enero-septiembre 2024;332
CIUDAD AUTÓNOMA DE MELILLA;12.-Estafas informáticas;Variación % 2024/2023;15,7
CIUDAD AUTÓNOMA DE MELILLA;13.-Otros ciberdelitos;enero-septiembre 2023;53
CIUDAD AUTÓNOMA DE MELILLA;13.-Otros ciberdelitos;enero-septiembre 2024;63
CIUDAD AUTÓNOMA DE MELILLA;13.-Otros ciberdelitos;Variación % 2024/2023;18,9
CIUDAD AUTÓNOMA DE MELILLA;III. TOTAL INFRACCIONES PENALES;enero-septiembre 2023;3.218
CIUDAD AUTÓNOMA DE MELILLA;III. TOTAL INFRACCIONES PENALES;enero-septiembre 2024;3.212
CIUDAD AUTÓNOMA DE MELILLA;III. TOTAL INFRACCIONES PENALES;Variación % 2024/2023;-0,2
EN EL EXTRANJERO;I. CRIMINALIDAD CONVENCIONAL;enero-septiembre 2023;3.821
EN EL EXTRANJERO;I. CRIMINALIDAD CONVENCIONAL;enero-septiembre 2024;3.895
EN EL EXTRANJERO;I. CRIMINALIDAD CONVENCIONAL;Variación % 2024/2023;1,9
EN EL EXTRANJERO;1. Homicidios dolosos y asesinatos consumados;enero-septiembre 2023;1
EN EL EXTRANJERO;1. Homicidios dolosos y asesinatos consumados;enero-septiembre 2024;0
EN EL EXTRANJERO;1. Homicidios dolosos y asesinatos consumados;Variación % 2024/2023;-100,0
EN EL EXTRANJERO;2. Homicidios dolosos y asesinatos en grado tentativa;enero-septiembre 2023;0
EN EL EXTRANJERO;2. Homicidios dolosos y asesinatos en grado tentativa;enero-septiembre 2024;0
EN EL EXTRANJERO;2. Homicidios dolosos y asesinatos en grado tentativa;Variación % 2024/2023;0,0
EN EL EXTRANJERO;3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-septiembre 2023;4
EN EL EXTRANJERO;3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-septiembre 2024;6
EN EL EXTRANJERO;3. Delitos graves y menos graves de lesiones y riña tumultuaria;Variación % 2024/2023;50,0
EN EL EXTRANJERO;4. Secuestro;enero-septiembre 2023;5
EN EL EXTRANJERO;4. Secuestro;enero-septiembre 2024;8
EN EL EXTRANJERO;4. Secuestro;Variación % 2024/2023;60,0
EN EL EXTRANJERO;5. Delitos contra la libertad sexual;enero-septiembre 2023;57
EN EL EXTRANJERO;5. Delitos contra la libertad sexual;enero-septiembre 2024;65
EN EL EXTRANJERO;5. Delitos contra la libertad sexual;Variación % 2024/2023;14,0
EN EL EXTRANJERO;5.1.-Agresión sexual con penetración;enero-septiembre 2023;25
EN EL EXTRANJERO;5.1.-Agresión sexual con penetración;enero-septiembre 2024;23
EN EL EXTRANJERO;5.1.-Agresión sexual con penetración;Variación % 2024/2023;-8,0
EN EL EXTRANJERO;5.2.-Resto de delitos contra la libertad sexual;enero-septiembre 2023;32
EN EL EXTRANJERO;5.2.-Resto de delitos contra la libertad sexual;enero-septiembre 2024;42
EN EL EXTRANJERO;5.2.-Resto de delitos contra la libertad sexual;Variación % 2024/2023;31,3
EN EL EXTRANJERO;6. Robos con violencia e intimidación;enero-septiembre 2023;145
EN EL EXTRANJERO;6. Robos con violencia e intimidación;enero-septiembre 2024;168
EN EL EXTRANJERO;6. Robos con violencia e intimidación;Variación % 2024/2023;15,9
EN EL EXTRANJERO;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-septiembre 2023;12
EN EL EXTRANJERO;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-septiembre 2024;18
EN EL EXTRANJERO;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;Variación % 2024/2023;50,0
EN EL EXTRANJERO;7.1.-Robos con fuerza en domicilios;enero-septiembre 2023;7
EN EL EXTRANJERO;7.1.-Robos con fuerza en domicilios;enero-septiembre 2024;12
EN EL EXTRANJERO;7.1.-Robos con fuerza en domicilios;Variación % 2024/2023;71,4
EN EL EXTRANJERO;8. Hurtos;enero-septiembre 2023;1.857
EN EL EXTRANJERO;8. Hurtos;enero-septiembre 2024;1.908
EN EL EXTRANJERO;8. Hurtos;Variación % 2024/2023;2,7
EN EL EXTRANJERO;9. Sustracciones de vehículos;enero-septiembre 2023;80
EN EL EXTRANJERO;9. Sustracciones de vehículos;enero-septiembre 2024;73
EN EL EXTRANJERO;9. Sustracciones de vehículos;Variación % 2024/2023;-8,8
EN EL EXTRANJERO;10. Tráfico de drogas;enero-septiembre 2023;31
EN EL EXTRANJERO;10. Tráfico de drogas;enero-septiembre 2024;57
EN EL EXTRANJERO;10. Tráfico de drogas;Variación % 2024/2023;83,9
EN EL EXTRANJERO;11. Resto de criminalidad convencional;enero-septiembre 2023;1.629
EN EL EXTRANJERO;11. Resto de criminalidad convencional;enero-septiembre 2024;1.592
EN EL EXTRANJERO;11. Resto de criminalidad convencional;Variación % 2024/2023;-2,3
EN EL EXTRANJERO;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-septiembre 2023;3.764
EN EL EXTRANJERO;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-septiembre 2024;2.725
EN EL EXTRANJERO;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);Variación % 2024/2023;-27,6
EN EL EXTRANJERO;12.-Estafas informáticas;enero-septiembre 2023;3.522
EN EL EXTRANJERO;12.-Estafas informáticas;enero-septiembre 2024;2.575
EN EL EXTRANJERO;12.-Estafas informáticas;Variación % 2024/2023;-26,9
EN EL EXTRANJERO;13.-Otros ciberdelitos;enero-septiembre 2023;242
EN EL EXTRANJERO;13.-Otros ciberdelitos;enero-septiembre 2024;150
EN EL EXTRANJERO;13.-Otros ciberdelitos;Variación % 2024/2023;-38,0
EN EL EXTRANJERO;III. TOTAL INFRACCIONES PENALES;enero-septiembre 2023;7.585
EN EL EXTRANJERO;III. TOTAL INFRACCIONES PENALES;enero-septiembre 2024;6.620
EN EL EXTRANJERO;III. TOTAL INFRACCIONES PENALES;Variación % 2024/2023;-12,7
